region_code,region_name,year,crime_category,value
0202000,Powiat dzierżoniowski,2020,life_health,37.0
0202000,Powiat dzierżoniowski,2020,property,725.0
0202000,Powiat dzierżoniowski,2020,traffic,152.0
0202000,Powiat dzierżoniowski,2021,economic,367.0
0202000,Powiat dzierżoniowski,2021,family,191.0
0202000,Powiat dzierżoniowski,2021,freedom_sexual,99.0
0202000,Powiat dzierżoniowski,2021,life_health,34.0
0202000,Powiat dzierżoniowski,2021,property,749.0
0202000,Powiat dzierżoniowski,2021,traffic,160.0
0202000,Powiat dzierżoniowski,2022,economic,451.0
0202000,Powiat dzierżoniowski,2022,family,130.0
0202000,Powiat dzierżoniowski,2022,freedom_sexual,84.0
0202000,Powiat dzierżoniowski,2022,life_health,38.0
0202000,Powiat dzierżoniowski,2022,property,852.0
0202000,Powiat dzierżoniowski,2022,traffic,178.0
0202000,Powiat dzierżoniowski,2023,economic,405.0
0202000,Powiat dzierżoniowski,2023,family,201.0
0202000,Powiat dzierżoniowski,2023,freedom_sexual,116.0
0202000,Powiat dzierżoniowski,2023,life_health,28.0
0202000,Powiat dzierżoniowski,2023,property,864.0
0202000,Powiat dzierżoniowski,2023,traffic,132.0
0202000,Powiat dzierżoniowski,2024,economic,360.0
0202000,Powiat dzierżoniowski,2024,family,178.0
0202000,Powiat dzierżoniowski,2024,freedom_sexual,104.0
0202000,Powiat dzierżoniowski,2024,life_health,42.0
0202000,Powiat dzierżoniowski,2024,property,744.0
0202000,Powiat dzierżoniowski,2024,traffic,136.0
0203000,Powiat głogowski,2013,economic,2228.0
0203000,Powiat głogowski,2013,family,112.0
0203000,Powiat głogowski,2013,freedom_sexual,347.0
0203000,Powiat głogowski,2013,life_health,110.0
0203000,Powiat głogowski,2013,property,3745.0
0203000,Powiat głogowski,2013,traffic,385.0
0203000,Powiat głogowski,2014,economic,1292.0
0203000,Powiat głogowski,2014,family,87.0
0203000,Powiat głogowski,2014,freedom_sexual,76.0
0203000,Powiat głogowski,2014,life_health,68.0
0203000,Powiat głogowski,2014,property,2143.0
0203000,Powiat głogowski,2014,traffic,225.0
0203000,Powiat głogowski,2015,economic,397.0
0203000,Powiat głogowski,2015,family,77.0
0203000,Powiat głogowski,2015,freedom_sexual,67.0
0203000,Powiat głogowski,2015,life_health,78.0
0203000,Powiat głogowski,2015,property,1166.0
0203000,Powiat głogowski,2015,traffic,201.0
0203000,Powiat głogowski,2016,economic,484.0
0203000,Powiat głogowski,2016,family,91.0
0203000,Powiat głogowski,2016,freedom_sexual,66.0
0203000,Powiat głogowski,2016,life_health,72.0
0203000,Powiat głogowski,2016,property,1021.0
0203000,Powiat głogowski,2016,traffic,195.0
0203000,Powiat głogowski,2017,economic,453.0
0203000,Powiat głogowski,2017,family,99.0
0203000,Powiat głogowski,2017,freedom_sexual,117.0
0203000,Powiat głogowski,2017,life_health,81.0
0203000,Powiat głogowski,2017,property,1018.0
0203000,Powiat głogowski,2017,traffic,150.0
0203000,Powiat głogowski,2018,economic,437.0
0203000,Powiat głogowski,2018,family,195.0
0203000,Powiat głogowski,2018,freedom_sexual,91.0
0203000,Powiat głogowski,2018,life_health,56.0
0203000,Powiat głogowski,2018,property,1194.0
0203000,Powiat głogowski,2018,traffic,131.0
0203000,Powiat głogowski,2019,economic,587.0
0203000,Powiat głogowski,2019,family,165.0
0203000,Powiat głogowski,2019,freedom_sexual,107.0
0203000,Powiat głogowski,2019,life_health,46.0
0203000,Powiat głogowski,2019,property,1180.0
0203000,Powiat głogowski,2019,traffic,113.0
0203000,Powiat głogowski,2020,economic,542.0
0203000,Powiat głogowski,2020,family,150.0
0203000,Powiat głogowski,2020,freedom_sexual,166.0
0203000,Powiat głogowski,2020,life_health,60.0
0203000,Powiat głogowski,2020,property,1243.0
0203000,Powiat głogowski,2020,traffic,125.0
0203000,Powiat głogowski,2021,economic,493.0
0203000,Powiat głogowski,2021,family,142.0
0203000,Powiat głogowski,2021,freedom_sexual,137.0
0203000,Powiat głogowski,2021,life_health,45.0
0203000,Powiat głogowski,2021,property,1367.0
0203000,Powiat głogowski,2021,traffic,202.0
0203000,Powiat głogowski,2022,economic,344.0
0203000,Powiat głogowski,2022,family,111.0
0203000,Powiat głogowski,2022,freedom_sexual,164.0
0203000,Powiat głogowski,2022,life_health,33.0
0203000,Powiat głogowski,2022,property,1383.0
0203000,Powiat głogowski,2022,traffic,188.0
0203000,Powiat głogowski,2023,economic,434.0
0203000,Powiat głogowski,2023,family,126.0
0203000,Powiat głogowski,2023,freedom_sexual,116.0
0203000,Powiat głogowski,2023,life_health,42.0
0203000,Powiat głogowski,2023,property,1525.0
0203000,Powiat głogowski,2023,traffic,167.0
0203000,Powiat głogowski,2024,economic,891.0
0203000,Powiat głogowski,2024,family,125.0
0203000,Powiat głogowski,2024,freedom_sexual,125.0
0203000,Powiat głogowski,2024,life_health,44.0
0203000,Powiat głogowski,2024,property,2138.0
0203000,Powiat głogowski,2024,traffic,125.0
0204000,Powiat górowski,2013,economic,105.0
0204000,Powiat górowski,2013,family,71.0
0204000,Powiat górowski,2013,freedom_sexual,43.0
0204000,Powiat górowski,2013,life_health,26.0
0204000,Powiat górowski,2013,property,421.0
0204000,Powiat górowski,2013,traffic,223.0
0204000,Powiat górowski,2014,economic,73.0
0204000,Powiat górowski,2014,family,65.0
0204000,Powiat górowski,2014,freedom_sexual,36.0
0204000,Powiat górowski,2014,life_health,32.0
0204000,Powiat górowski,2014,property,339.0
0204000,Powiat górowski,2014,traffic,97.0
0204000,Powiat górowski,2015,economic,74.0
0204000,Powiat górowski,2015,family,55.0
0204000,Powiat górowski,2015,freedom_sexual,25.0
0204000,Powiat górowski,2015,life_health,19.0
0204000,Powiat górowski,2015,property,369.0
0204000,Powiat górowski,2015,traffic,123.0
0204000,Powiat górowski,2016,economic,126.0
0204000,Powiat górowski,2016,family,38.0
0204000,Powiat górowski,2016,freedom_sexual,40.0
0204000,Powiat górowski,2016,life_health,19.0
0204000,Powiat górowski,2016,property,300.0
0204000,Powiat górowski,2016,traffic,81.0
0204000,Powiat górowski,2017,economic,62.0
0204000,Powiat górowski,2017,family,62.0
0204000,Powiat górowski,2017,freedom_sexual,40.0
0204000,Powiat górowski,2017,life_health,12.0
0204000,Powiat górowski,2017,property,280.0
0204000,Powiat górowski,2017,traffic,111.0
0204000,Powiat górowski,2018,economic,116.0
0204000,Powiat górowski,2018,family,113.0
0204000,Powiat górowski,2018,freedom_sexual,37.0
0204000,Powiat górowski,2018,life_health,12.0
0204000,Powiat górowski,2018,property,373.0
0204000,Powiat górowski,2018,traffic,82.0
0204000,Powiat górowski,2019,economic,57.0
0204000,Powiat górowski,2019,family,84.0
0204000,Powiat górowski,2019,freedom_sexual,65.0
0204000,Powiat górowski,2019,life_health,21.0
0204000,Powiat górowski,2019,property,321.0
0204000,Powiat górowski,2019,traffic,95.0
0204000,Powiat górowski,2020,economic,457.0
0204000,Powiat górowski,2020,family,75.0
0204000,Powiat górowski,2020,freedom_sexual,59.0
0204000,Powiat górowski,2020,life_health,5.0
0204000,Powiat górowski,2020,property,357.0
0204000,Powiat górowski,2020,traffic,88.0
0204000,Powiat górowski,2021,economic,223.0
0204000,Powiat górowski,2021,family,92.0
0204000,Powiat górowski,2021,freedom_sexual,74.0
0204000,Powiat górowski,2021,life_health,17.0
0204000,Powiat górowski,2021,property,565.0
0204000,Powiat górowski,2021,traffic,101.0
0204000,Powiat górowski,2022,economic,227.0
0204000,Powiat górowski,2022,family,65.0
0204000,Powiat górowski,2022,freedom_sexual,68.0
0204000,Powiat górowski,2022,life_health,13.0
0204000,Powiat górowski,2022,property,514.0
0204000,Powiat górowski,2022,traffic,96.0
0204000,Powiat górowski,2023,economic,130.0
0204000,Powiat górowski,2023,family,51.0
0204000,Powiat górowski,2023,freedom_sexual,61.0
0204000,Powiat górowski,2023,life_health,14.0
0204000,Powiat górowski,2023,property,447.0
0204000,Powiat górowski,2023,traffic,91.0
0204000,Powiat górowski,2024,economic,107.0
0204000,Powiat górowski,2024,family,60.0
0204000,Powiat górowski,2024,freedom_sexual,53.0
0204000,Powiat górowski,2024,life_health,12.0
0204000,Powiat górowski,2024,property,396.0
0204000,Powiat górowski,2024,traffic,74.0
0205000,Powiat jaworski,2013,economic,89.0
0205000,Powiat jaworski,2013,family,64.0
0205000,Powiat jaworski,2013,freedom_sexual,56.0
0205000,Powiat jaworski,2013,life_health,31.0
0205000,Powiat jaworski,2013,property,503.0
0205000,Powiat jaworski,2013,traffic,173.0
0205000,Powiat jaworski,2014,economic,114.0
0205000,Powiat jaworski,2014,family,46.0
0205000,Powiat jaworski,2014,freedom_sexual,45.0
0205000,Powiat jaworski,2014,life_health,18.0
0205000,Powiat jaworski,2014,property,368.0
0205000,Powiat jaworski,2014,traffic,130.0
0205000,Powiat jaworski,2015,economic,158.0
0205000,Powiat jaworski,2015,family,40.0
0205000,Powiat jaworski,2015,freedom_sexual,48.0
0205000,Powiat jaworski,2015,life_health,16.0
0205000,Powiat jaworski,2015,property,497.0
0205000,Powiat jaworski,2015,traffic,119.0
0205000,Powiat jaworski,2016,economic,98.0
0205000,Powiat jaworski,2016,family,42.0
0205000,Powiat jaworski,2016,freedom_sexual,38.0
0205000,Powiat jaworski,2016,life_health,16.0
0205000,Powiat jaworski,2016,property,419.0
0205000,Powiat jaworski,2016,traffic,116.0
0205000,Powiat jaworski,2017,economic,75.0
0205000,Powiat jaworski,2017,family,104.0
0205000,Powiat jaworski,2017,freedom_sexual,53.0
0205000,Powiat jaworski,2017,life_health,28.0
0205000,Powiat jaworski,2017,property,439.0
0205000,Powiat jaworski,2017,traffic,113.0
0205000,Powiat jaworski,2018,economic,105.0
0205000,Powiat jaworski,2018,family,84.0
0205000,Powiat jaworski,2018,freedom_sexual,62.0
0205000,Powiat jaworski,2018,life_health,14.0
0205000,Powiat jaworski,2018,property,538.0
0205000,Powiat jaworski,2018,traffic,134.0
0205000,Powiat jaworski,2019,economic,93.0
0205000,Powiat jaworski,2019,family,48.0
0205000,Powiat jaworski,2019,freedom_sexual,84.0
0205000,Powiat jaworski,2019,life_health,24.0
0205000,Powiat jaworski,2019,property,455.0
0205000,Powiat jaworski,2019,traffic,113.0
0205000,Powiat jaworski,2020,economic,165.0
0205000,Powiat jaworski,2020,family,49.0
0205000,Powiat jaworski,2020,freedom_sexual,101.0
0205000,Powiat jaworski,2020,life_health,25.0
0205000,Powiat jaworski,2020,property,619.0
0205000,Powiat jaworski,2020,traffic,129.0
0205000,Powiat jaworski,2021,economic,281.0
0205000,Powiat jaworski,2021,family,59.0
0205000,Powiat jaworski,2021,freedom_sexual,70.0
0205000,Powiat jaworski,2021,life_health,26.0
0205000,Powiat jaworski,2021,property,527.0
0205000,Powiat jaworski,2021,traffic,151.0
0205000,Powiat jaworski,2022,economic,168.0
0205000,Powiat jaworski,2022,family,65.0
0205000,Powiat jaworski,2022,freedom_sexual,70.0
0205000,Powiat jaworski,2022,life_health,17.0
0205000,Powiat jaworski,2022,property,511.0
0205000,Powiat jaworski,2022,traffic,139.0
0205000,Powiat jaworski,2023,economic,167.0
0205000,Powiat jaworski,2023,family,41.0
0205000,Powiat jaworski,2023,freedom_sexual,70.0
0205000,Powiat jaworski,2023,life_health,17.0
0205000,Powiat jaworski,2023,property,519.0
0205000,Powiat jaworski,2023,traffic,149.0
0205000,Powiat jaworski,2024,economic,150.0
0205000,Powiat jaworski,2024,family,46.0
0205000,Powiat jaworski,2024,freedom_sexual,34.0
0205000,Powiat jaworski,2024,life_health,11.0
0205000,Powiat jaworski,2024,property,438.0
0205000,Powiat jaworski,2024,traffic,105.0
0206000,Powiat karkonoski,2013,economic,361.0
0206000,Powiat karkonoski,2013,family,21.0
0206000,Powiat karkonoski,2013,freedom_sexual,36.0
0206000,Powiat karkonoski,2013,life_health,40.0
0206000,Powiat karkonoski,2013,property,1569.0
0206000,Powiat karkonoski,2013,traffic,260.0
0206000,Powiat karkonoski,2014,economic,67.0
0206000,Powiat karkonoski,2014,family,12.0
0206000,Powiat karkonoski,2014,freedom_sexual,37.0
0206000,Powiat karkonoski,2014,life_health,26.0
0206000,Powiat karkonoski,2014,property,903.0
0206000,Powiat karkonoski,2014,traffic,163.0
0206000,Powiat karkonoski,2015,economic,112.0
0206000,Powiat karkonoski,2015,family,17.0
0206000,Powiat karkonoski,2015,freedom_sexual,37.0
0206000,Powiat karkonoski,2015,life_health,23.0
0206000,Powiat karkonoski,2015,property,960.0
0206000,Powiat karkonoski,2015,traffic,169.0
0206000,Powiat karkonoski,2016,economic,75.0
0206000,Powiat karkonoski,2016,family,15.0
0206000,Powiat karkonoski,2016,freedom_sexual,34.0
0206000,Powiat karkonoski,2016,life_health,38.0
0206000,Powiat karkonoski,2016,property,993.0
0206000,Powiat karkonoski,2016,traffic,140.0
0206000,Powiat karkonoski,2017,economic,116.0
0206000,Powiat karkonoski,2017,family,19.0
0206000,Powiat karkonoski,2017,freedom_sexual,56.0
0206000,Powiat karkonoski,2017,life_health,28.0
0206000,Powiat karkonoski,2017,property,864.0
0206000,Powiat karkonoski,2017,traffic,156.0
0206000,Powiat karkonoski,2018,economic,77.0
0206000,Powiat karkonoski,2018,family,83.0
0206000,Powiat karkonoski,2018,freedom_sexual,64.0
0206000,Powiat karkonoski,2018,life_health,20.0
0206000,Powiat karkonoski,2018,property,934.0
0206000,Powiat karkonoski,2018,traffic,162.0
0206000,Powiat karkonoski,2019,economic,112.0
0206000,Powiat karkonoski,2019,family,40.0
0206000,Powiat karkonoski,2019,freedom_sexual,76.0
0206000,Powiat karkonoski,2019,life_health,26.0
0206000,Powiat karkonoski,2019,property,1066.0
0206000,Powiat karkonoski,2019,traffic,120.0
0206000,Powiat karkonoski,2020,economic,96.0
0206000,Powiat karkonoski,2020,family,30.0
0206000,Powiat karkonoski,2020,freedom_sexual,103.0
0206000,Powiat karkonoski,2020,life_health,23.0
0206000,Powiat karkonoski,2020,property,1017.0
0206000,Powiat karkonoski,2020,traffic,117.0
0206000,Powiat karkonoski,2021,economic,188.0
0206000,Powiat karkonoski,2021,family,33.0
0206000,Powiat karkonoski,2021,freedom_sexual,78.0
0206000,Powiat karkonoski,2021,life_health,13.0
0206000,Powiat karkonoski,2021,property,916.0
0206000,Powiat karkonoski,2021,traffic,189.0
0206000,Powiat karkonoski,2022,economic,100.0
0206000,Powiat karkonoski,2022,family,64.0
0206000,Powiat karkonoski,2022,freedom_sexual,64.0
0206000,Powiat karkonoski,2022,life_health,23.0
0206000,Powiat karkonoski,2022,property,318.0
0206000,Powiat karkonoski,2022,traffic,122.0
0206000,Powiat karkonoski,2023,economic,93.0
0206000,Powiat karkonoski,2023,family,36.0
0206000,Powiat karkonoski,2023,freedom_sexual,56.0
0206000,Powiat karkonoski,2023,life_health,18.0
0206000,Powiat karkonoski,2023,property,769.0
0206000,Powiat karkonoski,2023,traffic,143.0
0206000,Powiat karkonoski,2024,economic,133.0
0206000,Powiat karkonoski,2024,family,37.0
0206000,Powiat karkonoski,2024,freedom_sexual,67.0
0206000,Powiat karkonoski,2024,life_health,30.0
0206000,Powiat karkonoski,2024,property,895.0
0206000,Powiat karkonoski,2024,traffic,146.0
0207000,Powiat kamiennogórski,2013,economic,126.0
0207000,Powiat kamiennogórski,2013,family,39.0
0207000,Powiat kamiennogórski,2013,freedom_sexual,94.0
0207000,Powiat kamiennogórski,2013,life_health,61.0
0207000,Powiat kamiennogórski,2013,property,582.0
0207000,Powiat kamiennogórski,2013,traffic,146.0
0207000,Powiat kamiennogórski,2014,economic,83.0
0207000,Powiat kamiennogórski,2014,family,38.0
0207000,Powiat kamiennogórski,2014,freedom_sexual,46.0
0207000,Powiat kamiennogórski,2014,life_health,36.0
0207000,Powiat kamiennogórski,2014,property,501.0
0207000,Powiat kamiennogórski,2014,traffic,76.0
0207000,Powiat kamiennogórski,2015,economic,86.0
0207000,Powiat kamiennogórski,2015,family,26.0
0207000,Powiat kamiennogórski,2015,freedom_sexual,39.0
0207000,Powiat kamiennogórski,2015,life_health,27.0
0207000,Powiat kamiennogórski,2015,property,347.0
0207000,Powiat kamiennogórski,2015,traffic,69.0
0207000,Powiat kamiennogórski,2016,economic,43.0
0207000,Powiat kamiennogórski,2016,family,33.0
0207000,Powiat kamiennogórski,2016,freedom_sexual,49.0
0207000,Powiat kamiennogórski,2016,life_health,31.0
0207000,Powiat kamiennogórski,2016,property,332.0
0207000,Powiat kamiennogórski,2016,traffic,73.0
0207000,Powiat kamiennogórski,2017,economic,194.0
0207000,Powiat kamiennogórski,2017,family,38.0
0207000,Powiat kamiennogórski,2017,freedom_sexual,77.0
0207000,Powiat kamiennogórski,2017,life_health,23.0
0207000,Powiat kamiennogórski,2017,property,331.0
0207000,Powiat kamiennogórski,2017,traffic,70.0
0207000,Powiat kamiennogórski,2018,economic,91.0
0207000,Powiat kamiennogórski,2018,family,103.0
0207000,Powiat kamiennogórski,2018,freedom_sexual,41.0
0207000,Powiat kamiennogórski,2018,life_health,21.0
